Date,Day Number,Day,Month,Short Month,Calendar Month Number,Calendar Month Label,Calendar Year,Calendar Year Label,Fiscal Month Number,Fiscal Month Label,Fiscal Year,Fiscal Year Label,ISO Week Number
21-07-2013,21,21,July,Jul,7,CY2013-Jul,2013,CY2013,9,FY2013-Jul,2013,FY2013,29
22-07-2013,22,22,July,Jul,7,CY2013-Jul,2013,CY2013,9,FY2013-Jul,2013,FY2013,30
23-07-2013,23,23,July,Jul,7,CY2013-Jul,2013,CY2013,9,FY2013-Jul,2013,FY2013,30
24-07-2013,24,24,July,Jul,7,CY2013-Jul,2013,CY2013,9,FY2013-Jul,2013,FY2013,30
25-07-2013,25,25,July,Jul,7,CY2013-Jul,2013,CY2013,9,FY2013-Jul,2013,FY2013,30
26-07-2013,26,26,July,Jul,7,CY2013-Jul,2013,CY2013,9,FY2013-Jul,2013,FY2013,30
27-07-2013,27,27,July,Jul,7,CY2013-Jul,2013,CY2013,9,FY2013-Jul,2013,FY2013,30
28-07-2013,28,28,July,Jul,7,CY2013-Jul,2013,CY2013,9,FY2013-Jul,2013,FY2013,30
29-07-2013,29,29,July,Jul,7,CY2013-Jul,2013,CY2013,9,FY2013-Jul,2013,FY2013,31
30-07-2013,30,30,July,Jul,7,CY2013-Jul,2013,CY2013,9,FY2013-Jul,2013,FY2013,31
31-07-2013,31,31,July,Jul,7,CY2013-Jul,2013,CY2013,9,FY2013-Jul,2013,FY2013,31
01-08-2013,1,1,August,Aug,8,CY2013-Aug,2013,CY2013,10,FY2013-Aug,2013,FY2013,31
02-08-2013,2,2,August,Aug,8,CY2013-Aug,2013,CY2013,10,FY2013-Aug,2013,FY2013,31
03-08-2013,3,3,August,Aug,8,CY2013-Aug,2013,CY2013,10,FY2013-Aug,2013,FY2013,31
04-08-2013,4,4,August,Aug,8,CY2013-Aug,2013,CY2013,10,FY2013-Aug,2013,FY2013,31
05-08-2013,5,5,August,Aug,8,CY2013-Aug,2013,CY2013,10,FY2013-Aug,2013,FY2013,32
06-08-2013,6,6,August,Aug,8,CY2013-Aug,2013,CY2013,10,FY2013-Aug,2013,FY2013,32
07-08-2013,7,7,August,Aug,8,CY2013-Aug,2013,CY2013,10,FY2013-Aug,2013,FY2013,32
08-08-2013,8,8,August,Aug,8,CY2013-Aug,2013,CY2013,10,FY2013-Aug,2013,FY2013,32
09-08-2013,9,9,August,Aug,8,CY2013-Aug,2013,CY2013,10,FY2013-Aug,2013,FY2013,32
10-08-2013,10,10,August,Aug,8,CY2013-Aug,2013,CY2013,10,FY2013-Aug,2013,FY2013,32
11-08-2013,11,11,August,Aug,8,CY2013-Aug,2013,CY2013,10,FY2013-Aug,2013,FY2013,32
12-08-2013,12,12,August,Aug,8,CY2013-Aug,2013,CY2013,10,FY2013-Aug,2013,FY2013,33
13-08-2013,13,13,August,Aug,8,CY2013-Aug,2013,CY2013,10,FY2013-Aug,2013,FY2013,33
14-08-2013,14,14,August,Aug,8,CY2013-Aug,2013,CY2013,10,FY2013-Aug,2013,FY2013,33
15-08-2013,15,15,August,Aug,8,CY2013-Aug,2013,CY2013,10,FY2013-Aug,2013,FY2013,33
16-08-2013,16,16,August,Aug,8,CY2013-Aug,2013,CY2013,10,FY2013-Aug,2013,FY2013,33
17-08-2013,17,17,August,Aug,8,CY2013-Aug,2013,CY2013,10,FY2013-Aug,2013,FY2013,33
18-08-2013,18,18,August,Aug,8,CY2013-Aug,2013,CY2013,10,FY2013-Aug,2013,FY2013,33
19-08-2013,19,19,August,Aug,8,CY2013-Aug,2013,CY2013,10,FY2013-Aug,2013,FY2013,34
20-08-2013,20,20,August,Aug,8,CY2013-Aug,2013,CY2013,10,FY2013-Aug,2013,FY2013,34
21-08-2013,21,21,August,Aug,8,CY2013-Aug,2013,CY2013,10,FY2013-Aug,2013,FY2013,34
22-08-2013,22,22,August,Aug,8,CY2013-Aug,2013,CY2013,10,FY2013-Aug,2013,FY2013,34
23-08-2013,23,23,August,Aug,8,CY2013-Aug,2013,CY2013,10,FY2013-Aug,2013,FY2013,34
24-08-2013,24,24,August,Aug,8,CY2013-Aug,2013,CY2013,10,FY2013-Aug,2013,FY2013,34
25-08-2013,25,25,August,Aug,8,CY2013-Aug,2013,CY2013,10,FY2013-Aug,2013,FY2013,34
26-08-2013,26,26,August,Aug,8,CY2013-Aug,2013,CY2013,10,FY2013-Aug,2013,FY2013,35
27-08-2013,27,27,August,Aug,8,CY2013-Aug,2013,CY2013,10,FY2013-Aug,2013,FY2013,35
28-08-2013,28,28,August,Aug,8,CY2013-Aug,2013,CY2013,10,FY2013-Aug,2013,FY2013,35
29-08-2013,29,29,August,Aug,8,CY2013-Aug,2013,CY2013,10,FY2013-Aug,2013,FY2013,35
30-08-2013,30,30,August,Aug,8,CY2013-Aug,2013,CY2013,10,FY2013-Aug,2013,FY2013,35
31-08-2013,31,31,August,Aug,8,CY2013-Aug,2013,CY2013,10,FY2013-Aug,2013,FY2013,35
01-09-2013,1,1,September,Sep,9,CY2013-Sep,2013,CY2013,11,FY2013-Sep,2013,FY2013,35
02-09-2013,2,2,September,Sep,9,CY2013-Sep,2013,CY2013,11,FY2013-Sep,2013,FY2013,36
03-09-2013,3,3,September,Sep,9,CY2013-Sep,2013,CY2013,11,FY2013-Sep,2013,FY2013,36
04-09-2013,4,4,September,Sep,9,CY2013-Sep,2013,CY2013,11,FY2013-Sep,2013,FY2013,36
05-09-2013,5,5,September,Sep,9,CY2013-Sep,2013,CY2013,11,FY2013-Sep,2013,FY2013,36
06-09-2013,6,6,September,Sep,9,CY2013-Sep,2013,CY2013,11,FY2013-Sep,2013,FY2013,36
07-09-2013,7,7,September,Sep,9,CY2013-Sep,2013,CY2013,11,FY2013-Sep,2013,FY2013,36
08-09-2013,8,8,September,Sep,9,CY2013-Sep,2013,CY2013,11,FY2013-Sep,2013,FY2013,36
09-09-2013,9,9,September,Sep,9,CY2013-Sep,2013,CY2013,11,FY2013-Sep,2013,FY2013,37
10-09-2013,10,10,September,Sep,9,CY2013-Sep,2013,CY2013,11,FY2013-Sep,2013,FY2013,37
11-09-2013,11,11,September,Sep,9,CY2013-Sep,2013,CY2013,11,FY2013-Sep,2013,FY2013,37
12-09-2013,12,12,September,Sep,9,CY2013-Sep,2013,CY2013,11,FY2013-Sep,2013,FY2013,37
13-09-2013,13,13,September,Sep,9,CY2013-Sep,2013,CY2013,11,FY2013-Sep,2013,FY2013,37
14-09-2013,14,14,September,Sep,9,CY2013-Sep,2013,CY2013,11,FY2013-Sep,2013,FY2013,37
15-09-2013,15,15,September,Sep,9,CY2013-Sep,2013,CY2013,11,FY2013-Sep,2013,FY2013,37
16-09-2013,16,16,September,Sep,9,CY2013-Sep,2013,CY2013,11,FY2013-Sep,2013,FY2013,38
17-09-2013,17,17,September,Sep,9,CY2013-Sep,2013,CY2013,11,FY2013-Sep,2013,FY2013,38
18-09-2013,18,18,September,Sep,9,CY2013-Sep,2013,CY2013,11,FY2013-Sep,2013,FY2013,38
19-09-2013,19,19,September,Sep,9,CY2013-Sep,2013,CY2013,11,FY2013-Sep,2013,FY2013,38
20-09-2013,20,20,September,Sep,9,CY2013-Sep,2013,CY2013,11,FY2013-Sep,2013,FY2013,38
21-09-2013,21,21,September,Sep,9,CY2013-Sep,2013,CY2013,11,FY2013-Sep,2013,FY2013,38
22-09-2013,22,22,September,Sep,9,CY2013-Sep,2013,CY2013,11,FY2013-Sep,2013,FY2013,38
23-09-2013,23,23,September,Sep,9,CY2013-Sep,2013,CY2013,11,FY2013-Sep,2013,FY2013,39
24-09-2013,24,24,September,Sep,9,CY2013-Sep,2013,CY2013,11,FY2013-Sep,2013,FY2013,39
25-09-2013,25,25,September,Sep,9,CY2013-Sep,2013,CY2013,11,FY2013-Sep,2013,FY2013,39
26-09-2013,26,26,September,Sep,9,CY2013-Sep,2013,CY2013,11,FY2013-Sep,2013,FY2013,39
27-09-2013,27,27,September,Sep,9,CY2013-Sep,2013,CY2013,11,FY2013-Sep,2013,FY2013,39
28-09-2013,28,28,September,Sep,9,CY2013-Sep,2013,CY2013,11,FY2013-Sep,2013,FY2013,39
29-09-2013,29,29,September,Sep,9,CY2013-Sep,2013,CY2013,11,FY2013-Sep,2013,FY2013,39
30-09-2013,30,30,September,Sep,9,CY2013-Sep,2013,CY2013,11,FY2013-Sep,2013,FY2013,40
01-10-2013,1,1,October,Oct,10,CY2013-Oct,2013,CY2013,12,FY2013-Oct,2013,FY2013,40
02-10-2013,2,2,October,Oct,10,CY2013-Oct,2013,CY2013,12,FY2013-Oct,2013,FY2013,40
03-10-2013,3,3,October,Oct,10,CY2013-Oct,2013,CY2013,12,FY2013-Oct,2013,FY2013,40
04-10-2013,4,4,October,Oct,10,CY2013-Oct,2013,CY2013,12,FY2013-Oct,2013,FY2013,40
05-10-2013,5,5,October,Oct,10,CY2013-Oct,2013,CY2013,12,FY2013-Oct,2013,FY2013,40
06-10-2013,6,6,October,Oct,10,CY2013-Oct,2013,CY2013,12,FY2013-Oct,2013,FY2013,40
07-10-2013,7,7,October,Oct,10,CY2013-Oct,2013,CY2013,12,FY2013-Oct,2013,FY2013,41
08-10-2013,8,8,October,Oct,10,CY2013-Oct,2013,CY2013,12,FY2013-Oct,2013,FY2013,41
09-10-2013,9,9,October,Oct,10,CY2013-Oct,2013,CY2013,12,FY2013-Oct,2013,FY2013,41
10-10-2013,10,10,October,Oct,10,CY2013-Oct,2013,CY2013,12,FY2013-Oct,2013,FY2013,41
11-10-2013,11,11,October,Oct,10,CY2013-Oct,2013,CY2013,12,FY2013-Oct,2013,FY2013,41
12-10-2013,12,12,October,Oct,10,CY2013-Oct,2013,CY2013,12,FY2013-Oct,2013,FY2013,41
13-10-2013,13,13,October,Oct,10,CY2013-Oct,2013,CY2013,12,FY2013-Oct,2013,FY2013,41
14-10-2013,14,14,October,Oct,10,CY2013-Oct,2013,CY2013,12,FY2013-Oct,2013,FY2013,42
15-10-2013,15,15,October,Oct,10,CY2013-Oct,2013,CY2013,12,FY2013-Oct,2013,FY2013,42
16-10-2013,16,16,October,Oct,10,CY2013-Oct,2013,CY2013,12,FY2013-Oct,2013,FY2013,42
17-10-2013,17,17,October,Oct,10,CY2013-Oct,2013,CY2013,12,FY2013-Oct,2013,FY2013,42
18-10-2013,18,18,October,Oct,10,CY2013-Oct,2013,CY2013,12,FY2013-Oct,2013,FY2013,42
19-10-2013,19,19,October,Oct,10,CY2013-Oct,2013,CY2013,12,FY2013-Oct,2013,FY2013,42
20-10-2013,20,20,October,Oct,10,CY2013-Oct,2013,CY2013,12,FY2013-Oct,2013,FY2013,42
21-10-2013,21,21,October,Oct,10,CY2013-Oct,2013,CY2013,12,FY2013-Oct,2013,FY2013,43
22-10-2013,22,22,October,Oct,10,CY2013-Oct,2013,CY2013,12,FY2013-Oct,2013,FY2013,43
23-10-2013,23,23,October,Oct,10,CY2013-Oct,2013,CY2013,12,FY2013-Oct,2013,FY2013,43
24-10-2013,24,24,October,Oct,10,CY2013-Oct,2013,CY2013,12,FY2013-Oct,2013,FY2013,43
25-10-2013,25,25,October,Oct,10,CY2013-Oct,2013,CY2013,12,FY2013-Oct,2013,FY2013,43
26-10-2013,26,26,October,Oct,10,CY2013-Oct,2013,CY2013,12,FY2013-Oct,2013,FY2013,43
27-10-2013,27,27,October,Oct,10,CY2013-Oct,2013,CY2013,12,FY2013-Oct,2013,FY2013,43
28-10-2013,28,28,October,Oct,10,CY2013-Oct,2013,CY2013,12,FY2013-Oct,2013,FY2013,44
29-10-2013,29,29,October,Oct,10,CY2013-Oct,2013,CY2013,12,FY2013-Oct,2013,FY2013,44
30-10-2013,30,30,October,Oct,10,CY2013-Oct,2013,CY2013,12,FY2013-Oct,2013,FY2013,44
31-10-2013,31,31,October,Oct,10,CY2013-Oct,2013,CY2013,12,FY2013-Oct,2013,FY2013,44
01-11-2013,1,1,November,Nov,11,CY2013-Nov,2013,CY2013,1,FY2014-Nov,2014,FY2014,44
02-11-2013,2,2,November,Nov,11,CY2013-Nov,2013,CY2013,1,FY2014-Nov,2014,FY2014,44
03-11-2013,3,3,November,Nov,11,CY2013-Nov,2013,CY2013,1,FY2014-Nov,2014,FY2014,44
04-11-2013,4,4,November,Nov,11,CY2013-Nov,2013,CY2013,1,FY2014-Nov,2014,FY2014,45
05-11-2013,5,5,November,Nov,11,CY2013-Nov,2013,CY2013,1,FY2014-Nov,2014,FY2014,45
06-11-2013,6,6,November,Nov,11,CY2013-Nov,2013,CY2013,1,FY2014-Nov,2014,FY2014,45
07-11-2013,7,7,November,Nov,11,CY2013-Nov,2013,CY2013,1,FY2014-Nov,2014,FY2014,45
08-11-2013,8,8,November,Nov,11,CY2013-Nov,2013,CY2013,1,FY2014-Nov,2014,FY2014,45
09-11-2013,9,9,November,Nov,11,CY2013-Nov,2013,CY2013,1,FY2014-Nov,2014,FY2014,45
10-11-2013,10,10,November,Nov,11,CY2013-Nov,2013,CY2013,1,FY2014-Nov,2014,FY2014,45
11-11-2013,11,11,November,Nov,11,CY2013-Nov,2013,CY2013,1,FY2014-Nov,2014,FY2014,46
12-11-2013,12,12,November,Nov,11,CY2013-Nov,2013,CY2013,1,FY2014-Nov,2014,FY2014,46
13-11-2013,13,13,November,Nov,11,CY2013-Nov,2013,CY2013,1,FY2014-Nov,2014,FY2014,46
14-11-2013,14,14,November,Nov,11,CY2013-Nov,2013,CY2013,1,FY2014-Nov,2014,FY2014,46
15-11-2013,15,15,November,Nov,11,CY2013-Nov,2013,CY2013,1,FY2014-Nov,2014,FY2014,46
16-11-2013,16,16,November,Nov,11,CY2013-Nov,2013,CY2013,1,FY2014-Nov,2014,FY2014,46
17-11-2013,17,17,November,Nov,11,CY2013-Nov,2013,CY2013,1,FY2014-Nov,2014,FY2014,46
18-11-2013,18,18,November,Nov,11,CY2013-Nov,2013,CY2013,1,FY2014-Nov,2014,FY2014,47
19-11-2013,19,19,November,Nov,11,CY2013-Nov,2013,CY2013,1,FY2014-Nov,2014,FY2014,47
20-11-2013,20,20,November,Nov,11,CY2013-Nov,2013,CY2013,1,FY2014-Nov,2014,FY2014,47
21-11-2013,21,21,November,Nov,11,CY2013-Nov,2013,CY2013,1,FY2014-Nov,2014,FY2014,47
22-11-2013,22,22,November,Nov,11,CY2013-Nov,2013,CY2013,1,FY2014-Nov,2014,FY2014,47
23-11-2013,23,23,November,Nov,11,CY2013-Nov,2013,CY2013,1,FY2014-Nov,2014,FY2014,47
24-11-2013,24,24,November,Nov,11,CY2013-Nov,2013,CY2013,1,FY2014-Nov,2014,FY2014,47
25-11-2013,25,25,November,Nov,11,CY2013-Nov,2013,CY2013,1,FY2014-Nov,2014,FY2014,48
26-11-2013,26,26,November,Nov,11,CY2013-Nov,2013,CY2013,1,FY2014-Nov,2014,FY2014,48
27-11-2013,27,27,November,Nov,11,CY2013-Nov,2013,CY2013,1,FY2014-Nov,2014,FY2014,48
28-11-2013,28,28,November,Nov,11,CY2013-Nov,2013,CY2013,1,FY2014-Nov,2014,FY2014,48
29-11-2013,29,29,November,Nov,11,CY2013-Nov,2013,CY2013,1,FY2014-Nov,2014,FY2014,48
30-11-2013,30,30,November,Nov,11,CY2013-Nov,2013,CY2013,1,FY2014-Nov,2014,FY2014,48
01-12-2013,1,1,December,Dec,12,CY2013-Dec,2013,CY2013,2,FY2014-Dec,2014,FY2014,48
02-12-2013,2,2,December,Dec,12,CY2013-Dec,2013,CY2013,2,FY2014-Dec,2014,FY2014,49
03-12-2013,3,3,December,Dec,12,CY2013-Dec,2013,CY2013,2,FY2014-Dec,2014,FY2014,49
04-12-2013,4,4,December,Dec,12,CY2013-Dec,2013,CY2013,2,FY2014-Dec,2014,FY2014,49
05-12-2013,5,5,December,Dec,12,CY2013-Dec,2013,CY2013,2,FY2014-Dec,2014,FY2014,49
06-12-2013,6,6,December,Dec,12,CY2013-Dec,2013,CY2013,2,FY2014-Dec,2014,FY2014,49
07-12-2013,7,7,December,Dec,12,CY2013-Dec,2013,CY2013,2,FY2014-Dec,2014,FY2014,49
08-12-2013,8,8,December,Dec,12,CY2013-Dec,2013,CY2013,2,FY2014-Dec,2014,FY2014,49
09-12-2013,9,9,December,Dec,12,CY2013-Dec,2013,CY2013,2,FY2014-Dec,2014,FY2014,50
10-12-2013,10,10,December,Dec,12,CY2013-Dec,2013,CY2013,2,FY2014-Dec,2014,FY2014,50
11-12-2013,11,11,December,Dec,12,CY2013-Dec,2013,CY2013,2,FY2014-Dec,2014,FY2014,50
12-12-2013,12,12,December,Dec,12,CY2013-Dec,2013,CY2013,2,FY2014-Dec,2014,FY2014,50
13-12-2013,13,13,December,Dec,12,CY2013-Dec,2013,CY2013,2,FY2014-Dec,2014,FY2014,50
14-12-2013,14,14,December,Dec,12,CY2013-Dec,2013,CY2013,2,FY2014-Dec,2014,FY2014,50
15-12-2013,15,15,December,Dec,12,CY2013-Dec,2013,CY2013,2,FY2014-Dec,2014,FY2014,50
16-12-2013,16,16,December,Dec,12,CY2013-Dec,2013,CY2013,2,FY2014-Dec,2014,FY2014,51
17-12-2013,17,17,December,Dec,12,CY2013-Dec,2013,CY2013,2,FY2014-Dec,2014,FY2014,51
18-12-2013,18,18,December,Dec,12,CY2013-Dec,2013,CY2013,2,FY2014-Dec,2014,FY2014,51
19-12-2013,19,19,December,Dec,12,CY2013-Dec,2013,CY2013,2,FY2014-Dec,2014,FY2014,51
20-12-2013,20,20,December,Dec,12,CY2013-Dec,2013,CY2013,2,FY2014-Dec,2014,FY2014,51
21-12-2013,21,21,December,Dec,12,CY2013-Dec,2013,CY2013,2,FY2014-Dec,2014,FY2014,51
22-12-2013,22,22,December,Dec,12,CY2013-Dec,2013,CY2013,2,FY2014-Dec,2014,FY2014,51
23-12-2013,23,23,December,Dec,12,CY2013-Dec,2013,CY2013,2,FY2014-Dec,2014,FY2014,52
24-12-2013,24,24,December,Dec,12,CY2013-Dec,2013,CY2013,2,FY2014-Dec,2014,FY2014,52
25-12-2013,25,25,December,Dec,12,CY2013-Dec,2013,CY2013,2,FY2014-Dec,2014,FY2014,52
26-12-2013,26,26,December,Dec,12,CY2013-Dec,2013,CY2013,2,FY2014-Dec,2014,FY2014,52
27-12-2013,27,27,December,Dec,12,CY2013-Dec,2013,CY2013,2,FY2014-Dec,2014,FY2014,52
28-12-2013,28,28,December,Dec,12,CY2013-Dec,2013,CY2013,2,FY2014-Dec,2014,FY2014,52
29-12-2013,29,29,December,Dec,12,CY2013-Dec,2013,CY2013,2,FY2014-Dec,2014,FY2014,52
30-12-2013,30,30,December,Dec,12,CY2013-Dec,2013,CY2013,2,FY2014-Dec,2014,FY2014,1
31-12-2013,31,31,December,Dec,12,CY2013-Dec,2013,CY2013,2,FY2014-Dec,2014,FY2014,1
01-01-2014,1,1,January,Jan,1,CY2014-Jan,2014,CY2014,3,FY2014-Jan,2014,FY2014,1
02-01-2014,2,2,January,Jan,1,CY2014-Jan,2014,CY2014,3,FY2014-Jan,2014,FY2014,1
03-01-2014,3,3,January,Jan,1,CY2014-Jan,2014,CY2014,3,FY2014-Jan,2014,FY2014,1
04-01-2014,4,4,January,Jan,1,CY2014-Jan,2014,CY2014,3,FY2014-Jan,2014,FY2014,1
05-01-2014,5,5,January,Jan,1,CY2014-Jan,2014,CY2014,3,FY2014-Jan,2014,FY2014,1
06-01-2014,6,6,January,Jan,1,CY2014-Jan,2014,CY2014,3,FY2014-Jan,2014,FY2014,2
07-01-2014,7,7,January,Jan,1,CY2014-Jan,2014,CY2014,3,FY2014-Jan,2014,FY2014,2
08-01-2014,8,8,January,Jan,1,CY2014-Jan,2014,CY2014,3,FY2014-Jan,2014,FY2014,2
09-01-2014,9,9,January,Jan,1,CY2014-Jan,2014,CY2014,3,FY2014-Jan,2014,FY2014,2
10-01-2014,10,10,January,Jan,1,CY2014-Jan,2014,CY2014,3,FY2014-Jan,2014,FY2014,2
11-01-2014,11,11,January,Jan,1,CY2014-Jan,2014,CY2014,3,FY2014-Jan,2014,FY2014,2
12-01-2014,12,12,January,Jan,1,CY2014-Jan,2014,CY2014,3,FY2014-Jan,2014,FY2014,2
13-01-2014,13,13,January,Jan,1,CY2014-Jan,2014,CY2014,3,FY2014-Jan,2014,FY2014,3
14-01-2014,14,14,January,Jan,1,CY2014-Jan,2014,CY2014,3,FY2014-Jan,2014,FY2014,3
15-01-2014,15,15,January,Jan,1,CY2014-Jan,2014,CY2014,3,FY2014-Jan,2014,FY2014,3
16-01-2014,16,16,January,Jan,1,CY2014-Jan,2014,CY2014,3,FY2014-Jan,2014,FY2014,3
17-01-2014,17,17,January,Jan,1,CY2014-Jan,2014,CY2014,3,FY2014-Jan,2014,FY2014,3
18-01-2014,18,18,January,Jan,1,CY2014-Jan,2014,CY2014,3,FY2014-Jan,2014,FY2014,3
19-01-2014,19,19,January,Jan,1,CY2014-Jan,2014,CY2014,3,FY2014-Jan,2014,FY2014,3
20-01-2014,20,20,January,Jan,1,CY2014-Jan,2014,CY2014,3,FY2014-Jan,2014,FY2014,4
21-01-2014,21,21,January,Jan,1,CY2014-Jan,2014,CY2014,3,FY2014-Jan,2014,FY2014,4
22-01-2014,22,22,January,Jan,1,CY2014-Jan,2014,CY2014,3,FY2014-Jan,2014,FY2014,4
23-01-2014,23,23,January,Jan,1,CY2014-Jan,2014,CY2014,3,FY2014-Jan,2014,FY2014,4
24-01-2014,24,24,January,Jan,1,CY2014-Jan,2014,CY2014,3,FY2014-Jan,2014,FY2014,4
25-01-2014,25,25,January,Jan,1,CY2014-Jan,2014,CY2014,3,FY2014-Jan,2014,FY2014,4
26-01-2014,26,26,January,Jan,1,CY2014-Jan,2014,CY2014,3,FY2014-Jan,2014,FY2014,4
27-01-2014,27,27,January,Jan,1,CY2014-Jan,2014,CY2014,3,FY2014-Jan,2014,FY2014,5
28-01-2014,28,28,January,Jan,1,CY2014-Jan,2014,CY2014,3,FY2014-Jan,2014,FY2014,5
29-01-2014,29,29,January,Jan,1,CY2014-Jan,2014,CY2014,3,FY2014-Jan,2014,FY2014,5
30-01-2014,30,30,January,Jan,1,CY2014-Jan,2014,CY2014,3,FY2014-Jan,2014,FY2014,5
31-01-2014,31,31,January,Jan,1,CY2014-Jan,2014,CY2014,3,FY2014-Jan,2014,FY2014,5
01-02-2014,1,1,February,Feb,2,CY2014-Feb,2014,CY2014,4,FY2014-Feb,2014,FY2014,5
